persona,problem_num,leetcode_id,title,difficulty,category,cc_average,cc_max,cc_total,cc_blocks,mi_score,hal_vocabulary,hal_length,hal_volume,hal_difficulty,hal_effort,hal_time,hal_bugs,pylint_score,pylint_convention,pylint_refactor,pylint_warning,pylint_error,pylint_total_issues,bandit_high,bandit_medium,bandit_low,bandit_total,bandit_confidence_high,lines_of_code,blank_lines,comment_lines,mi_rank,has_docstring,has_type_hints
senior,46,79,Word Search,Medium,Backtracking,7.5,8.0,22.0,3.0,75.69765335075331,36.0,50.0,260.4726682814475,5.7407407407407405,1450.1639629045685,80.56466460580936,0.0868242227604825,4.24,14.0,2.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,59.0,17.0,7.0,A,True,True
vibecoder,46,79,Word Search,Medium,Backtracking,3.5,4.0,7.0,2.0,57.68066771375906,26.0,53.0,249.1233050614779,6.815789473684211,1697.9720002874415,94.33177779374675,0.08304110168715931,7.14,3.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,A,False,False
senior,47,37,Sudoku Solver,Hard,Backtracking,3.125,5.0,27.0,9.0,61.66067220274925,28.0,40.0,192.29419688230416,4.375,769.6974144127115,42.760967467372865,0.06409806562743472,5.35,22.0,1.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,112.0,31.0,0.0,A,True,True
vibecoder,47,37,Sudoku Solver,Hard,Backtracking,1.5,2.0,3.0,2.0,56.966057979919874,26.0,40.0,188.0175887256437,4.973684210526316,935.1401123459647,51.9522284636647,0.06267252957521456,5.29,6.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,0.0,A,False,False
senior,48,51,N-Queens,Hard,Backtracking,4.0,5.0,20.0,5.0,74.14521760766407,26.0,41.0,194.95038758870223,4.0588235294117645,799.5447960557998,44.41915533643332,0.06498346252956741,4.5,23.0,1.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,101.0,27.0,3.0,A,True,True
vibecoder,48,51,N-Queens,Hard,Backtracking,1.5,2.0,3.0,2.0,58.87040117431861,35.0,58.0,297.4984149828081,4.875,1450.3047730411893,80.57248739117718,0.0991661383276027,7.5,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,A,False,False
senior,49,212,Word Search II,Hard,Backtracking,3.7777777777777777,9.0,35.0,9.0,66.74209063973946,36.0,52.0,268.8361000750002,5.666666666666667,1523.404567091668,84.63358706064822,0.08961203335833341,4.07,27.0,5.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,116.0,33.0,10.0,A,True,True
vibecoder,49,212,Word Search II,Hard,Backtracking,6.5,7.0,13.0,2.0,50.38751705336478,24.0,33.0,151.30376252379818,4.323529411764706,654.1662673823039,36.34257041012799,0.05043458750793273,7.1,7.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,34.0,6.0,0.0,A,False,False
senior,50,301,Remove Invalid Parentheses,Hard,Backtracking,7.0,13.0,28.0,4.0,70.87787624627089,35.0,102.0,518.9212098075346,7.875,3837.3448570519527,213.18582539177515,0.17297373660251156,3.95,19.0,3.0,1.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,77.0,17.0,7.0,A,True,True
vibecoder,50,301,Remove Invalid Parentheses,Hard,Backtracking,7.5,8.0,15.0,2.0,50.870820286945865,22.0,32.0,142.7018117963935,4.9,699.2388778023283,38.84660432235157,0.04756727059879784,7.42,6.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,31.0,4.0,0.0,A,False,False
